datetime,date,name1,name2,gain1,gain2,p
2023-06-15T01:23:04.398544,2023-05-13,ND,SYRIZA,40.79,31.53,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,PASOK,40.79,8.1,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,NIKI,40.79,2.92,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,PE,40.79,2.89,0.0
2023-06-15T01:23:04.398544,2023-05-13,PASOK,SYRIZA,8.1,31.53,0.0
2023-06-15T01:23:04.398544,2023-05-13,PASOK,PE,8.1,2.89,0.0
2023-06-15T01:23:04.398544,2023-05-13,KKE,ND,5.3,40.79,0.0
2023-06-15T01:23:04.398544,2023-05-13,KKE,SYRIZA,5.3,31.53,0.0
2023-06-15T01:23:04.398544,2023-05-13,KKE,PASOK,5.3,8.1,0.0
2023-06-15T01:23:04.398544,2023-05-13,KKE,NIKI,5.3,2.92,0.0
2023-06-15T01:23:04.398544,2023-05-13,KKE,PE,5.3,2.89,0.0
2023-06-15T01:23:04.398544,2023-05-13,KKE,MeRA25,5.3,2.63,0.0
2023-06-15T01:23:04.398544,2023-05-13,EL,ND,3.7,40.79,0.0
2023-06-15T01:23:04.398544,2023-05-13,EL,SYRIZA,3.7,31.53,0.0
2023-06-15T01:23:04.398544,2023-05-13,EL,PASOK,3.7,8.1,0.0
2023-06-15T01:23:04.398544,2023-05-13,EL,KKE,3.7,5.3,0.0
2023-06-15T01:23:04.398544,2023-05-13,EL,NIKI,3.7,2.92,0.0
2023-06-15T01:23:04.398544,2023-05-13,EL,PE,3.7,2.89,0.0
2023-06-15T01:23:04.398544,2023-05-13,EL,MeRA25,3.7,2.63,0.0
2023-06-15T01:23:04.398544,2023-05-13,NIKI,SYRIZA,2.92,31.53,0.0
2023-06-15T01:23:04.398544,2023-05-13,NIKI,PASOK,2.92,8.1,0.0
2023-06-15T01:23:04.398544,2023-05-13,NIKI,PE,2.92,2.89,0.0
2023-06-15T01:23:04.398544,2023-05-13,PE,SYRIZA,2.89,31.53,0.0
2023-06-15T01:23:04.398544,2023-05-13,MeRA25,ND,2.63,40.79,0.0
2023-06-15T01:23:04.398544,2023-05-13,MeRA25,SYRIZA,2.63,31.53,0.0
2023-06-15T01:23:04.398544,2023-05-13,MeRA25,PASOK,2.63,8.1,0.0
2023-06-15T01:23:04.398544,2023-05-13,MeRA25,NIKI,2.63,2.92,0.0
2023-06-15T01:23:04.398544,2023-05-13,MeRA25,PE,2.63,2.89,0.0
