datetime,date,name1,name2,gain1,gain2,p
2023-08-01T03:24:06.833912,2023-08-01,SMER-SD,SaS,19.3698,5.9787,0.9993
2023-08-01T03:24:06.833912,2023-08-01,SMER-SD,SNS,19.3698,4.5956,1.0
2023-08-01T03:24:06.833912,2023-08-01,OĽaNO,SMER-SD,6.3295,19.3698,0.0011
2023-08-01T03:24:06.833912,2023-08-01,OĽaNO,SaS,6.3295,5.9787,0.5425
2023-08-01T03:24:06.833912,2023-08-01,OĽaNO,SNS,6.3295,4.5956,0.7016
2023-08-01T03:24:06.833912,2023-08-01,OĽaNO,SME Rodina,6.3295,6.3634,0.4836
2023-08-01T03:24:06.833912,2023-08-01,OĽaNO,PS,6.3295,15.5895,0.0108
2023-08-01T03:24:06.833912,2023-08-01,OĽaNO,Republika,6.3295,8.8862,0.2447
2023-08-01T03:24:06.833912,2023-08-01,SNS,SaS,4.5956,5.9787,0.3354
2023-08-01T03:24:06.833912,2023-08-01,Kotleba-ĽSNS,SMER-SD,2.0,19.3698,0.0
2023-08-01T03:24:06.833912,2023-08-01,Kotleba-ĽSNS,SaS,2.0,5.9787,0.0702
2023-08-01T03:24:06.833912,2023-08-01,Kotleba-ĽSNS,OĽaNO,2.0,6.3295,0.0587
2023-08-01T03:24:06.833912,2023-08-01,Kotleba-ĽSNS,SNS,2.0,4.5956,0.155
2023-08-01T03:24:06.833912,2023-08-01,Kotleba-ĽSNS,SME Rodina,2.0,6.3634,0.0546
2023-08-01T03:24:06.833912,2023-08-01,Kotleba-ĽSNS,PS,2.0,15.5895,0.0
2023-08-01T03:24:06.833912,2023-08-01,Kotleba-ĽSNS,Republika,2.0,8.8862,0.0099
2023-08-01T03:24:06.833912,2023-08-01,SME Rodina,SMER-SD,6.3634,19.3698,0.0001
2023-08-01T03:24:06.833912,2023-08-01,SME Rodina,SaS,6.3634,5.9787,0.5543
2023-08-01T03:24:06.833912,2023-08-01,SME Rodina,SNS,6.3634,4.5956,0.712
2023-08-01T03:24:06.833912,2023-08-01,KDH,SMER-SD,5.9883,19.3698,0.0008
2023-08-01T03:24:06.833912,2023-08-01,KDH,SaS,5.9883,5.9787,0.5014
2023-08-01T03:24:06.833912,2023-08-01,KDH,OĽaNO,5.9883,6.3295,0.4619
2023-08-01T03:24:06.833912,2023-08-01,KDH,SNS,5.9883,4.5956,0.6662
2023-08-01T03:24:06.833912,2023-08-01,KDH,Kotleba-ĽSNS,5.9883,2.0,0.9308
2023-08-01T03:24:06.833912,2023-08-01,KDH,SME Rodina,5.9883,6.3634,0.4504
2023-08-01T03:24:06.833912,2023-08-01,KDH,PS,5.9883,15.5895,0.0064
2023-08-01T03:24:06.833912,2023-08-01,KDH,Republika,5.9883,8.8862,0.2153
2023-08-01T03:24:06.833912,2023-08-01,Aliancia,SMER-SD,2.5615,19.3698,0.0
2023-08-01T03:24:06.833912,2023-08-01,Aliancia,SaS,2.5615,5.9787,0.1213
2023-08-01T03:24:06.833912,2023-08-01,Aliancia,OĽaNO,2.5615,6.3295,0.095
2023-08-01T03:24:06.833912,2023-08-01,Aliancia,SNS,2.5615,4.5956,0.2198
2023-08-01T03:24:06.833912,2023-08-01,Aliancia,Kotleba-ĽSNS,2.5615,2.0,0.61
2023-08-01T03:24:06.833912,2023-08-01,Aliancia,SME Rodina,2.5615,6.3634,0.0913
2023-08-01T03:24:06.833912,2023-08-01,Aliancia,KDH,2.5615,5.9883,0.1124
2023-08-01T03:24:06.833912,2023-08-01,Aliancia,PS,2.5615,15.5895,0.0002
2023-08-01T03:24:06.833912,2023-08-01,Aliancia,Demokrati,2.5615,3.1594,0.3993
2023-08-01T03:24:06.833912,2023-08-01,Aliancia,HLAS-SD,2.5615,14.2465,0.0002
2023-08-01T03:24:06.833912,2023-08-01,Aliancia,Republika,2.5615,8.8862,0.0214
2023-08-01T03:24:06.833912,2023-08-01,PS,SMER-SD,15.5895,19.3698,0.2436
2023-08-01T03:24:06.833912,2023-08-01,PS,SaS,15.5895,5.9787,0.9913
